Designator,Pin,PinName,Net,Category,Description
C3,1,,VBUS,电容,容值:220uF;精度:±20%;额定电压:50V;纹波电流:920mA@100kHz;等效串联电阻(ESR):120mΩ@100kHz;
C3,2,,GND,电容,容值:220uF;精度:±20%;额定电压:50V;纹波电流:920mA@100kHz;等效串联电阻(ESR):120mΩ@100kHz;
C25,1,,BMS+,电容,容值:220uF;精度:±20%;额定电压:50V;纹波电流:920mA@100kHz;等效串联电阻(ESR):120mΩ@100kHz;
C25,2,,GND,电容,容值:220uF;精度:±20%;额定电压:50V;纹波电流:920mA@100kHz;等效串联电阻(ESR):120mΩ@100kHz;
D13,1,,24V_IN,二极管,极性:单向;反向截止电压(Vrwm):28V;钳位电压:45.4V;峰值脉冲电流(Ipp):13.3A@10/1000us;峰值脉冲功率(Ppp):600W@10/1000us;击穿电压:34.4V;
D13,2,,GND,二极管,极性:单向;反向截止电压(Vrwm):28V;钳位电压:45.4V;峰值脉冲电流(Ipp):13.3A@10/1000us;峰值脉冲功率(Ppp):600W@10/1000us;击穿电压:34.4V;
D2,1,,$1N160,二极管,正向压降(Vf):620mV@15A;直流反向耐压(Vr):60V;整流电流:30A;
D2,2,,BMS+,二极管,正向压降(Vf):620mV@15A;直流反向耐压(Vr):60V;整流电流:30A;
D2,3,,$1N160,二极管,正向压降(Vf):620mV@15A;直流反向耐压(Vr):60V;整流电流:30A;
R17,1,,VBATS,电阻,电阻类型:厚膜电阻;阻值:0Ω;精度:±1%;功率:100mW;工作电压:75V;温度系数:-;
R17,2,,BMS+,电阻,电阻类型:厚膜电阻;阻值:0Ω;精度:±1%;功率:100mW;工作电压:75V;温度系数:-;
R18,1,,GND,电阻,电阻类型:厚膜电阻;阻值:0Ω;精度:±1%;功率:100mW;工作电压:75V;温度系数:-;
R18,2,,VBATS,电阻,电阻类型:厚膜电阻;阻值:0Ω;精度:±1%;功率:100mW;工作电压:75V;温度系数:-;
C57,1,,BMS+,电容,容值:220uF;精度:±20%;额定电压:50V;纹波电流:920mA@100kHz;等效串联电阻(ESR):120mΩ@100kHz;
C57,2,,GND,电容,容值:220uF;精度:±20%;额定电压:50V;纹波电流:920mA@100kHz;等效串联电阻(ESR):120mΩ@100kHz;
U11,1,,,IC/模块,产品尺寸:15.5*10.5*21MM;材 质:6063-T5;
Q3,1,,$1N140,三极管,数量:-;漏源电压(Vdss):60V;连续漏极电流(Id):30A;导通电阻(RDS(on)):24mΩ@10V；30.4mΩ@4.5V;耗散功率(Pd):79W;阈值电压(Vgs(th)):1.8V@250uA;
Q3,2,,24V_IN,三极管,数量:-;漏源电压(Vdss):60V;连续漏极电流(Id):30A;导通电阻(RDS(on)):24mΩ@10V；30.4mΩ@4.5V;耗散功率(Pd):79W;阈值电压(Vgs(th)):1.8V@250uA;
Q3,3,,$1N146,三极管,数量:-;漏源电压(Vdss):60V;连续漏极电流(Id):30A;导通电阻(RDS(on)):24mΩ@10V；30.4mΩ@4.5V;耗散功率(Pd):79W;阈值电压(Vgs(th)):1.8V@250uA;
Q4,1,,$1N9,三极管,数量:-;漏源电压(Vdss):60V;连续漏极电流(Id):30A;导通电阻(RDS(on)):24mΩ@10V；30.4mΩ@4.5V;耗散功率(Pd):79W;阈值电压(Vgs(th)):1.8V@250uA;
Q4,2,,24V_IN,三极管,数量:-;漏源电压(Vdss):60V;连续漏极电流(Id):30A;导通电阻(RDS(on)):24mΩ@10V；30.4mΩ@4.5V;耗散功率(Pd):79W;阈值电压(Vgs(th)):1.8V@250uA;
Q4,3,,VBUS,三极管,数量:-;漏源电压(Vdss):60V;连续漏极电流(Id):30A;导通电阻(RDS(on)):24mΩ@10V；30.4mΩ@4.5V;耗散功率(Pd):79W;阈值电压(Vgs(th)):1.8V@250uA;
U3,1,,$2N24,IC/模块,类型:理想二极管;最大连续电流:2.6A;工作电压:3V~65V;
U3,2,,BMS+,IC/模块,类型:理想二极管;最大连续电流:2.6A;工作电压:3V~65V;
U3,3,,$2N18,IC/模块,类型:理想二极管;最大连续电流:2.6A;工作电压:3V~65V;
U3,4,,$2N17,IC/模块,类型:理想二极管;最大连续电流:2.6A;工作电压:3V~65V;
U3,5,,$2N20,IC/模块,类型:理想二极管;最大连续电流:2.6A;工作电压:3V~65V;
U3,6,,$2N27,IC/模块,类型:理想二极管;最大连续电流:2.6A;工作电压:3V~65V;
U3,7,,GND,IC/模块,类型:理想二极管;最大连续电流:2.6A;工作电压:3V~65V;
U3,8,,$2N49,IC/模块,类型:理想二极管;最大连续电流:2.6A;工作电压:3V~65V;
U3,9,,VOUT,IC/模块,类型:理想二极管;最大连续电流:2.6A;工作电压:3V~65V;
U3,10,,$2N45,IC/模块,类型:理想二极管;最大连续电流:2.6A;工作电压:3V~65V;
U3,11,,$2N40,IC/模块,类型:理想二极管;最大连续电流:2.6A;工作电压:3V~65V;
U3,12,,$2N45,IC/模块,类型:理想二极管;最大连续电流:2.6A;工作电压:3V~65V;
U3,13,,,IC/模块,类型:理想二极管;最大连续电流:2.6A;工作电压:3V~65V;
U2,1,,$2N8,IC/模块,类型:理想二极管;最大连续电流:2.6A;工作电压:3V~65V;
U2,2,,24V_IN,IC/模块,类型:理想二极管;最大连续电流:2.6A;工作电压:3V~65V;
U2,3,,24V_IN,IC/模块,类型:理想二极管;最大连续电流:2.6A;工作电压:3V~65V;
U2,4,,$2N15,IC/模块,类型:理想二极管;最大连续电流:2.6A;工作电压:3V~65V;
U2,5,,$2N22,IC/模块,类型:理想二极管;最大连续电流:2.6A;工作电压:3V~65V;
U2,6,,$2N32,IC/模块,类型:理想二极管;最大连续电流:2.6A;工作电压:3V~65V;
U2,7,,GND,IC/模块,类型:理想二极管;最大连续电流:2.6A;工作电压:3V~65V;
U2,8,,$2N3,IC/模块,类型:理想二极管;最大连续电流:2.6A;工作电压:3V~65V;
U2,9,,VOUT,IC/模块,类型:理想二极管;最大连续电流:2.6A;工作电压:3V~65V;
U2,10,,$2N1,IC/模块,类型:理想二极管;最大连续电流:2.6A;工作电压:3V~65V;
U2,11,,$2N39,IC/模块,类型:理想二极管;最大连续电流:2.6A;工作电压:3V~65V;
U2,12,,$2N1,IC/模块,类型:理想二极管;最大连续电流:2.6A;工作电压:3V~65V;
U2,13,,,IC/模块,类型:理想二极管;最大连续电流:2.6A;工作电压:3V~65V;
Q6,1,,$2N8,三极管,数量:1个N沟道;漏源电压(Vdss):100V;连续漏极电流(Id):45A;导通电阻(RDS(on)):14mΩ@10V;耗散功率(Pd):52W;阈值电压(Vgs(th)):1.6V@250uA;
Q6,2,,$2N1,三极管,数量:1个N沟道;漏源电压(Vdss):100V;连续漏极电流(Id):45A;导通电阻(RDS(on)):14mΩ@10V;耗散功率(Pd):52W;阈值电压(Vgs(th)):1.6V@250uA;
Q6,3,,24V_IN,三极管,数量:1个N沟道;漏源电压(Vdss):100V;连续漏极电流(Id):45A;导通电阻(RDS(on)):14mΩ@10V;耗散功率(Pd):52W;阈值电压(Vgs(th)):1.6V@250uA;
Q7,1,,$2N3,三极管,数量:1个N沟道;漏源电压(Vdss):100V;连续漏极电流(Id):45A;导通电阻(RDS(on)):14mΩ@10V;耗散功率(Pd):52W;阈值电压(Vgs(th)):1.6V@250uA;
Q7,2,,$2N1,三极管,数量:1个N沟道;漏源电压(Vdss):100V;连续漏极电流(Id):45A;导通电阻(RDS(on)):14mΩ@10V;耗散功率(Pd):52W;阈值电压(Vgs(th)):1.6V@250uA;
Q7,3,,VOUT,三极管,数量:1个N沟道;漏源电压(Vdss):100V;连续漏极电流(Id):45A;导通电阻(RDS(on)):14mΩ@10V;耗散功率(Pd):52W;阈值电压(Vgs(th)):1.6V@250uA;
Q8,1,,$2N24,三极管,数量:1个N沟道;漏源电压(Vdss):100V;连续漏极电流(Id):45A;导通电阻(RDS(on)):14mΩ@10V;耗散功率(Pd):52W;阈值电压(Vgs(th)):1.6V@250uA;
Q8,2,,$2N45,三极管,数量:1个N沟道;漏源电压(Vdss):100V;连续漏极电流(Id):45A;导通电阻(RDS(on)):14mΩ@10V;耗散功率(Pd):52W;阈值电压(Vgs(th)):1.6V@250uA;
Q8,3,,BMS+,三极管,数量:1个N沟道;漏源电压(Vdss):100V;连续漏极电流(Id):45A;导通电阻(RDS(on)):14mΩ@10V;耗散功率(Pd):52W;阈值电压(Vgs(th)):1.6V@250uA;
Q9,1,,$2N50,三极管,数量:1个N沟道;漏源电压(Vdss):100V;连续漏极电流(Id):45A;导通电阻(RDS(on)):14mΩ@10V;耗散功率(Pd):52W;阈值电压(Vgs(th)):1.6V@250uA;
Q9,2,,$2N45,三极管,数量:1个N沟道;漏源电压(Vdss):100V;连续漏极电流(Id):45A;导通电阻(RDS(on)):14mΩ@10V;耗散功率(Pd):52W;阈值电压(Vgs(th)):1.6V@250uA;
Q9,3,,VOUT,三极管,数量:1个N沟道;漏源电压(Vdss):100V;连续漏极电流(Id):45A;导通电阻(RDS(on)):14mΩ@10V;耗散功率(Pd):52W;阈值电压(Vgs(th)):1.6V@250uA;
R21,1,,24V_IN,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R21,2,,$2N18,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
U6,1,,$2N17,IC/模块,电阻类型:厚膜电阻;阻值:162kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
U6,2,,$2N20,IC/模块,电阻类型:厚膜电阻;阻值:162kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R22,1,,$2N22,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R22,2,,GND,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R23,1,,$2N20,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R23,2,,GND,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
U7,1,,BMS+,IC/模块,电阻类型:厚膜电阻;阻值:140kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
U7,2,,$2N27,IC/模块,电阻类型:厚膜电阻;阻值:140kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R24,1,,$2N27,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R24,2,,GND,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
C32,1,,GND,电容,容值:10nF;精度:±10%;额定电压:50V;温度系数:X7R;
C32,2,,$2N27,电容,容值:10nF;精度:±10%;额定电压:50V;温度系数:X7R;
R25,1,,$2N32,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R25,2,,GND,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R26,1,,$2N32,电阻,电阻类型:厚膜电阻;阻值:160kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R26,2,,24V_IN,电阻,电阻类型:厚膜电阻;阻值:160kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
C33,1,,GND,电容,容值:10nF;精度:±10%;额定电压:50V;温度系数:X7R;
C33,2,,$2N32,电容,容值:10nF;精度:±10%;额定电压:50V;温度系数:X7R;
C34,1,,$2N1,电容,容值:100nF;精度:±10%;额定电压:50V;温度系数:X7R;
C34,2,,$2N39,电容,容值:100nF;精度:±10%;额定电压:50V;温度系数:X7R;
C35,1,,$2N45,电容,容值:100nF;精度:±10%;额定电压:50V;温度系数:X7R;
C35,2,,$2N40,电容,容值:100nF;精度:±10%;额定电压:50V;温度系数:X7R;
C37,1,,$2N1,电容,容值:100nF;精度:±10%;额定电压:50V;温度系数:X7R;
C37,2,,GND,电容,容值:100nF;精度:±10%;额定电压:50V;温度系数:X7R;
R28,1,,$2N22,电阻,电阻类型:厚膜电阻;阻值:232kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R28,2,,$2N15,电阻,电阻类型:厚膜电阻;阻值:232kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
Q13,1,,$2N49,三极管,晶体管类型:NPN;集电极电流(Ic):600mA;集射极击穿电压(Vceo):160V;耗散功率(Pd):300mW;直流电流增益(hFE):80@10mA,5V;
Q13,2,,$2N50,三极管,晶体管类型:NPN;集电极电流(Ic):600mA;集射极击穿电压(Vceo):160V;耗散功率(Pd):300mW;直流电流增益(hFE):80@10mA,5V;
Q13,3,,$2N47,三极管,晶体管类型:NPN;集电极电流(Ic):600mA;集射极击穿电压(Vceo):160V;耗散功率(Pd):300mW;直流电流增益(hFE):80@10mA,5V;
D12,1,,$2N50,二极管,二极管配置:独立式;正向压降(Vf):1.25V@150mA;直流反向耐压(Vr):100V;整流电流:150mA;反向恢复时间(Trr):4ns;
D12,2,,$2N49,二极管,二极管配置:独立式;正向压降(Vf):1.25V@150mA;直流反向耐压(Vr):100V;整流电流:150mA;反向恢复时间(Trr):4ns;
R57,1,,$2N40,电阻,电阻类型:厚膜电阻;阻值:68kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R57,2,,$2N47,电阻,电阻类型:厚膜电阻;阻值:68kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
C54,1,,VOUT,电容,容值:220uF;精度:±20%;额定电压:50V;纹波电流:920mA@100kHz;等效串联电阻(ESR):120mΩ@100kHz;
C54,2,,GND,电容,容值:220uF;精度:±20%;额定电压:50V;纹波电流:920mA@100kHz;等效串联电阻(ESR):120mΩ@100kHz;
C55,1,,VOUT,电容,容值:220uF;精度:±20%;额定电压:50V;纹波电流:920mA@100kHz;等效串联电阻(ESR):120mΩ@100kHz;
C55,2,,GND,电容,容值:220uF;精度:±20%;额定电压:50V;纹波电流:920mA@100kHz;等效串联电阻(ESR):120mΩ@100kHz;
U1,1,,VOUT,IC/模块,极性:单向;反向截止电压(Vrwm):30V;钳位电压:48.4V;峰值脉冲电流(Ipp):31A;峰值脉冲功率(Ppp):1.5kW;击穿电压:33.3V;
U1,2,,GND,IC/模块,极性:单向;反向截止电压(Vrwm):30V;钳位电压:48.4V;峰值脉冲电流(Ipp):31A;峰值脉冲功率(Ppp):1.5kW;击穿电压:33.3V;
U5,1,,VOUT,IC/模块,极性:单向;反向截止电压(Vrwm):30V;钳位电压:48.4V;峰值脉冲电流(Ipp):31A;峰值脉冲功率(Ppp):1.5kW;击穿电压:33.3V;
U5,2,,GND,IC/模块,极性:单向;反向截止电压(Vrwm):30V;钳位电压:48.4V;峰值脉冲电流(Ipp):31A;峰值脉冲功率(Ppp):1.5kW;击穿电压:33.3V;
D9,1,,BMS+,二极管,极性:单向;反向截止电压(Vrwm):28V;钳位电压:45.4V;峰值脉冲电流(Ipp):13.3A@10/1000us;峰值脉冲功率(Ppp):600W@10/1000us;击穿电压:34.4V;
D9,2,,GND,二极管,极性:单向;反向截止电压(Vrwm):28V;钳位电压:45.4V;峰值脉冲电流(Ipp):13.3A@10/1000us;峰值脉冲功率(Ppp):600W@10/1000us;击穿电压:34.4V;
C56,1,,$2N45,电容,容值:100nF;精度:±10%;额定电压:50V;温度系数:X7R;
C56,2,,GND,电容,容值:100nF;精度:±10%;额定电压:50V;温度系数:X7R;
R60,1,,$2N59,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±5%;功率:125mW;工作电压:150V;温度系数:±100ppm/℃;
R60,2,,VOUT,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±5%;功率:125mW;工作电压:150V;温度系数:±100ppm/℃;
LED2,1,,$2N59,其他,灯头类型:-;发光颜色:红色;正向压降(Vf):2.4V;功率:-;正向电流:20mA;波长:620nm~625nm;二极管配置:独立二极管;透镜颜色:无色透明透镜;色温:-;发光强度:120mcd;发光角度:120°;载带方式:正贴;工作温度:-40℃~+85℃;
LED2,2,,GND,其他,灯头类型:-;发光颜色:红色;正向压降(Vf):2.4V;功率:-;正向电流:20mA;波长:620nm~625nm;二极管配置:独立二极管;透镜颜色:无色透明透镜;色温:-;发光强度:120mcd;发光角度:120°;载带方式:正贴;工作温度:-40℃~+85℃;
U10,1,,BMS+,IC/模块,
U12,1,,GND,IC/模块,
C30,1,,MUC_GPIO_PD3_BMS_MUX_BTN,电容,容值:100nF;精度:±10%;额定电压:50V;温度系数:X7R;
C30,2,,GND,电容,容值:100nF;精度:±10%;额定电压:50V;温度系数:X7R;
R35,1,,BMS_WAKE,电阻,电阻类型:厚膜电阻;阻值:5.1kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R35,2,,$3N41,电阻,电阻类型:厚膜电阻;阻值:5.1kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R36,1,,MUC_GPIO_PD3_BMS_MUX_BTN,电阻,电阻类型:厚膜电阻;阻值:5.1kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R36,2,,GND,电阻,电阻类型:厚膜电阻;阻值:5.1kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
D10,1,,$3N41,二极管,二极管配置:-;正向压降(Vf):1V@250mA;直流反向耐压(Vr):100V;整流电流:150mA;
D10,2,,SYS_3V3,二极管,二极管配置:-;正向压降(Vf):1V@250mA;直流反向耐压(Vr):100V;整流电流:150mA;
SW2,1,,$3N41,其他,电路结构:单刀单掷;按钮形状:圆形按钮;作用力:2.5N;安装方式:直插;开关长度:6mm;开关宽度:6mm;开关高度:8mm;带支架:不带支架;触点电流:50mA;额定电压:12V;带灯:无;工作寿命:5万次;
SW2,2,,$3N41,其他,电路结构:单刀单掷;按钮形状:圆形按钮;作用力:2.5N;安装方式:直插;开关长度:6mm;开关宽度:6mm;开关高度:8mm;带支架:不带支架;触点电流:50mA;额定电压:12V;带灯:无;工作寿命:5万次;
SW2,3,,MUC_GPIO_PD3_BMS_MUX_BTN,其他,电路结构:单刀单掷;按钮形状:圆形按钮;作用力:2.5N;安装方式:直插;开关长度:6mm;开关宽度:6mm;开关高度:8mm;带支架:不带支架;触点电流:50mA;额定电压:12V;带灯:无;工作寿命:5万次;
SW2,4,,MUC_GPIO_PD3_BMS_MUX_BTN,其他,电路结构:单刀单掷;按钮形状:圆形按钮;作用力:2.5N;安装方式:直插;开关长度:6mm;开关宽度:6mm;开关高度:8mm;带支架:不带支架;触点电流:50mA;额定电压:12V;带灯:无;工作寿命:5万次;
Q12,1,,$3N30,三极管,数量:1个N沟道;漏源电压(Vdss):60V;连续漏极电流(Id):115mA;导通电阻(RDS(on)):900mΩ@10V;耗散功率(Pd):225mW;阈值电压(Vgs(th)):1.6V@250uA;
Q12,2,,GND,三极管,数量:1个N沟道;漏源电压(Vdss):60V;连续漏极电流(Id):115mA;导通电阻(RDS(on)):900mΩ@10V;耗散功率(Pd):225mW;阈值电压(Vgs(th)):1.6V@250uA;
Q12,3,,$3N41,三极管,数量:1个N沟道;漏源电压(Vdss):60V;连续漏极电流(Id):115mA;导通电阻(RDS(on)):900mΩ@10V;耗散功率(Pd):225mW;阈值电压(Vgs(th)):1.6V@250uA;
R37,1,,$3N30,电阻,电阻类型:厚膜电阻;阻值:5.1kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R37,2,,GND,电阻,电阻类型:厚膜电阻;阻值:5.1kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R45,1,,MUC_GPIO_PB3_BMS_WAKE,电阻,电阻类型:厚膜电阻;阻值:2Ω;精度:±5%;功率:100mW;工作电压:75V;温度系数:±200ppm/℃;
R45,2,,$3N30,电阻,电阻类型:厚膜电阻;阻值:2Ω;精度:±5%;功率:100mW;工作电压:75V;温度系数:±200ppm/℃;
R54,1,,SYS_3V3,电阻,电阻类型:厚膜电阻;阻值:2kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R54,2,,MCU_I2C1_SDA_PB7_BMS,电阻,电阻类型:厚膜电阻;阻值:2kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R55,1,,SYS_3V3,电阻,电阻类型:厚膜电阻;阻值:2kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R55,2,,MCU_I2C1_SCL_PB6_BMS,电阻,电阻类型:厚膜电阻;阻值:2kΩ;精度:±1%;功率:62.5mW;工作电压:50V;温度系数:±100ppm/℃;
R56,1,,MUC_EXTI4_PB4_BMS_INT,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R56,2,,SYS_3V3,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
CN5,1,,$3N41,连接器,插针结构:1x2P;间距:2mm;安装方式:直插;参考系列:PH;总PIN数:2P;排数:1;每排PIN数:2;行距:-;额定电流:2A;触头材质:黄铜;触头镀层:锡;工作温度:-25℃~+85℃;
CN5,2,,MUC_GPIO_PD3_BMS_MUX_BTN,连接器,插针结构:1x2P;间距:2mm;安装方式:直插;参考系列:PH;总PIN数:2P;排数:1;每排PIN数:2;行距:-;额定电流:2A;触头材质:黄铜;触头镀层:锡;工作温度:-25℃~+85℃;
U26,1,,BMS_CHIP_ONLINE,IC/模块,插针结构:1x7P;间距:2mm;安装方式:弯插;参考系列:PH;总PIN数:7P;排数:1;每排PIN数:7;行距:-;额定电流:2A;触头材质:黄铜;触头镀层:锡;工作温度:-25℃~+85℃;
U26,2,,BMS_WAKE,IC/模块,插针结构:1x7P;间距:2mm;安装方式:弯插;参考系列:PH;总PIN数:7P;排数:1;每排PIN数:7;行距:-;额定电流:2A;触头材质:黄铜;触头镀层:锡;工作温度:-25℃~+85℃;
U26,3,,MUC_EXTI4_PB4_BMS_INT,IC/模块,插针结构:1x7P;间距:2mm;安装方式:弯插;参考系列:PH;总PIN数:7P;排数:1;每排PIN数:7;行距:-;额定电流:2A;触头材质:黄铜;触头镀层:锡;工作温度:-25℃~+85℃;
U26,4,,MCU_I2C1_SCL_PB6_BMS,IC/模块,插针结构:1x7P;间距:2mm;安装方式:弯插;参考系列:PH;总PIN数:7P;排数:1;每排PIN数:7;行距:-;额定电流:2A;触头材质:黄铜;触头镀层:锡;工作温度:-25℃~+85℃;
U26,5,,MCU_I2C1_SDA_PB7_BMS,IC/模块,插针结构:1x7P;间距:2mm;安装方式:弯插;参考系列:PH;总PIN数:7P;排数:1;每排PIN数:7;行距:-;额定电流:2A;触头材质:黄铜;触头镀层:锡;工作温度:-25℃~+85℃;
U26,6,,BMS_CHIP_SHUT,IC/模块,插针结构:1x7P;间距:2mm;安装方式:弯插;参考系列:PH;总PIN数:7P;排数:1;每排PIN数:7;行距:-;额定电流:2A;触头材质:黄铜;触头镀层:锡;工作温度:-25℃~+85℃;
U26,7,,$3N58,IC/模块,插针结构:1x7P;间距:2mm;安装方式:弯插;参考系列:PH;总PIN数:7P;排数:1;每排PIN数:7;行距:-;额定电流:2A;触头材质:黄铜;触头镀层:锡;工作温度:-25℃~+85℃;
SW3,1,,,其他,电路结构:单刀双掷;安装方式:直插;开关颜色:-;额定电流:500mA;额定电压:50V;工作寿命:5千次;
SW3,2,,BMS_CHIP_SHUT,其他,电路结构:单刀双掷;安装方式:直插;开关颜色:-;额定电流:500mA;额定电压:50V;工作寿命:5千次;
SW3,3,,$3N55,其他,电路结构:单刀双掷;安装方式:直插;开关颜色:-;额定电流:500mA;额定电压:50V;工作寿命:5千次;
SW3,4,,,其他,电路结构:单刀双掷;安装方式:直插;开关颜色:-;额定电流:500mA;额定电压:50V;工作寿命:5千次;
SW3,5,,,其他,电路结构:单刀双掷;安装方式:直插;开关颜色:-;额定电流:500mA;额定电压:50V;工作寿命:5千次;
R61,1,,BMS_CHIP_ONLINE,电阻,电阻类型:厚膜电阻;阻值:100kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R61,2,,$3N55,电阻,电阻类型:厚膜电阻;阻值:100kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
F1,1,,$3N58,保险丝,耐压(Vmax):33V;最大电流(Imax):40A;保持电流(Ihold):500mA;跳闸电流(Itrip):1A;
F1,2,,BAT+,保险丝,耐压(Vmax):33V;最大电流(Imax):40A;保持电流(Ihold):500mA;跳闸电流(Itrip):1A;
U16,1,,$9N21,IC/模块,功能类型:降压型;输出类型:可调;工作电压:4.2V~65V;输出电流:3A;
U16,2,,SYS_VIN,IC/模块,功能类型:降压型;输出类型:可调;工作电压:4.2V~65V;输出电流:3A;
U16,3,,SYS_5V_EN,IC/模块,功能类型:降压型;输出类型:可调;工作电压:4.2V~65V;输出电流:3A;
U16,4,,$9N13,IC/模块,功能类型:降压型;输出类型:可调;工作电压:4.2V~65V;输出电流:3A;
U16,5,,$9N12,IC/模块,功能类型:降压型;输出类型:可调;工作电压:4.2V~65V;输出电流:3A;
U16,6,,$9N10,IC/模块,功能类型:降压型;输出类型:可调;工作电压:4.2V~65V;输出电流:3A;
U16,7,,GND,IC/模块,功能类型:降压型;输出类型:可调;工作电压:4.2V~65V;输出电流:3A;
U16,8,,$9N5,IC/模块,功能类型:降压型;输出类型:可调;工作电压:4.2V~65V;输出电流:3A;
U16,9,,GND,IC/模块,功能类型:降压型;输出类型:可调;工作电压:4.2V~65V;输出电流:3A;
C48,1,,SYS_5V,电容,容值:100uF;精度:±20%;额定电压:16V;纹波电流:60mA@120Hz;
C48,2,,GND,电容,容值:100uF;精度:±20%;额定电压:16V;纹波电流:60mA@120Hz;
L2,1,,$9N5,电感,电感值:10uH;精度:±20%;额定电流:1.6A;饱和电流(Isat):2A;类型:一体成型电感;
L2,2,,SYS_5V,电感,电感值:10uH;精度:±20%;额定电流:1.6A;饱和电流(Isat):2A;类型:一体成型电感;
C49,1,,$9N5,电容,容值:100nF;精度:±10%;额定电压:50V;温度系数:X7R;
C49,2,,$9N21,电容,容值:100nF;精度:±10%;额定电压:50V;温度系数:X7R;
C50,1,,GND,电容,容值:1uF;精度:±10%;额定电压:50V;温度系数:X5R;
C50,2,,$9N10,电容,容值:1uF;精度:±10%;额定电压:50V;温度系数:X5R;
R31,1,,GND,电阻,电阻类型:厚膜电阻;阻值:200kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R31,2,,$9N13,电阻,电阻类型:厚膜电阻;阻值:200kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
C51,1,,GND,电容,容值:10uF;精度:±10%;额定电压:50V;温度系数:X5R;
C51,2,,SYS_VIN,电容,容值:10uF;精度:±10%;额定电压:50V;温度系数:X5R;
C52,1,,SYS_VIN,电容,容值:100uF;精度:±20%;额定电压:50V;纹波电流:140mA@120Hz;
C52,2,,GND,电容,容值:100uF;精度:±20%;额定电压:50V;纹波电流:140mA@120Hz;
D3,1,,SYS_VIN,二极管,二极管配置:独立式;正向压降(Vf):850mV@5A;直流反向耐压(Vr):100V;整流电流:5A;
D3,2,,$9N37,二极管,二极管配置:独立式;正向压降(Vf):850mV@5A;直流反向耐压(Vr):100V;整流电流:5A;
